frame,sim_time,digest,rope0_x,rope0_y,ropeN_x,ropeN_y
53,0.900000000,11ae043e65c051f3,0.000000000,3.000000000,1.816373959,-3.645405371
54,0.916666667,fe671ed78f43f2a3,0.000000000,3.000000000,1.726400982,-3.666516802
55,0.933333333,fd04fc5f3467384f,0.000000000,3.000000000,1.634404696,-3.687442297
56,0.950000000,fe033a83fc0f116d,0.000000000,3.000000000,1.540429577,-3.708238837
57,0.966666667,010d7de2f61672bd,0.000000000,3.000000000,1.444510010,-3.728946624
58,0.983333333,bbaa7d2f95c3e9fe,0.000000000,3.000000000,1.346668630,-3.749585941
59,1.000000000,b879f17ca95b23e9,0.000000000,3.000000000,1.246915344,-3.770154690
60,1.016666667,758e8f9f221da274,0.000000000,3.000000000,1.145247072,-3.790626602
61,1.033333333,ab2ca3204c93ab7f,0.000000000,3.000000000,1.041648247,-3.810950022
62,1.050000000,9cd230d8733241cd,0.000000000,3.000000000,0.936092085,-3.831047183
63,1.066666667,0640ae5e2b0920b7,0.000000000,3.000000000,0.828542641,-3.850813801
64,1.083333333,0402925978c4783c,0.000000000,3.000000000,0.718957670,-3.870118856
65,1.100000000,aaafea0896063b09,0.000000000,3.000000000,0.607292282,-3.888804360
66,1.116666667,4a0518e211ffcb6e,0.000000000,3.000000000,0.493503436,-3.906684974
67,1.133333333,65864fb3724ac247,0.000000000,3.000000000,0.377555276,-3.923547342
68,1.150000000,86a9a91870f3c5d2,0.000000000,3.000000000,0.259425379,-3.939149135
69,1.166666667,6beb2299dde88556,0.000000000,3.000000000,0.139111971,-3.953217894
70,1.183333333,2e7a01e64e6f92e0,0.000000000,3.000000000,0.016642196,-3.965450032
71,1.200000000,5296d9c3dd09d1f9,0.000000000,3.000000000,-0.107918510,-3.975510603
72,1.216666667,3b0a97e6c3e8caf0,0.000000000,3.000000000,-0.234455989,-3.983034881
73,1.233333333,94a07a9a3964bea9,0.000000000,3.000000000,-0.362796233,-3.987633168
74,1.250000000,ac46b216c1e1f458,0.000000000,3.000000000,-0.492694402,-3.988900547
75,1.266666667,51ccef13e492651e,0.000000000,3.000000000,-0.623825698,-3.986433236
76,1.283333333,1b7b5aa1f1696d60,0.000000000,3.000000000,-0.755780681,-3.979852381
77,1.300000000,3a846e52447a1f8c,0.000000000,3.000000000,-0.888068248,-3.968834391
78,1.316666667,e5f3e0bd999a5ad2,0.000000000,3.000000000,-1.020129146,-3.953144390
79,1.333333333,c6cf9ba6088a0c15,0.000000000,3.000000000,-1.151361032,-3.932666755
80,1.350000000,9a4b245470d27118,0.000000000,3.000000000,-1.281152867,-3.907425590
81,1.366666667,fc00da91761985a5,0.000000000,3.000000000,-1.408923044,-3.877589388
82,1.383333333,80b1be35d2ece736,0.000000000,3.000000000,-1.534153933,-3.843458239
83,1.400000000,e0eeb270e2b65526,0.000000000,3.000000000,-1.656416484,-3.805436813
84,1.416666667,6a902bb9c18f13b0,0.000000000,3.000000000,-1.775381897,-3.763999803
85,1.433333333,13db623563bb3c6f,0.000000000,3.000000000,-1.890821070,-3.719657034
86,1.450000000,37b11168adfaffc4,0.000000000,3.000000000,-2.002595174,-3.672923666
87,1.466666667,731b4cbf1b5ae0a9,0.000000000,3.000000000,-2.110641391,-3.624298040
88,1.483333333,868e30ad9583bf0e,0.000000000,3.000000000,-2.214957289,-3.574247363
89,1.500000000,2f76370b774bd467,0.000000000,3.000000000,-2.315586051,-3.523199982
90,1.516666667,fdb9fa08c61dde82,0.000000000,3.000000000,-2.412603674,-3.471542445
91,1.533333333,e68aa8eed4e3d576,0.000000000,3.000000000,-2.506108396,-3.419619685
92,1.550000000,2d2d133b269ab17b,0.000000000,3.000000000,-2.596212166,-3.367736985
93,1.566666667,babfdd822510353e,0.000000000,3.000000000,-2.683033819,-3.316162797
94,1.583333333,c8ef2167427c313c,0.000000000,3.000000000,-2.766693602,-3.265131873
95,1.600000000,4812b4566cda2f99,0.000000000,3.000000000,-2.847308831,-3.214848407
96,1.616666667,0964e1d11be0bbb4,0.000000000,3.000000000,-2.924990522,-3.165489083
97,1.633333333,c4c3a737a8c9ae4f,0.000000000,3.000000000,-2.999840927,-3.117205968
98,1.650000000,d72f615488fa7e18,0.000000000,3.000000000,-3.071951934,-3.070129279
99,1.666666667,cec7331df9072811,0.000000000,3.000000000,-3.141404262,-3.024369983
100,1.683333333,a1590958e889e086,0.000000000,3.000000000,-3.208267354,-2.980022242
101,1.700000000,2742b4f0d271de20,0.000000000,3.000000000,-3.272599831,-2.937165653
102,1.716666667,7aadff82d808608c,0.000000000,3.000000000,-3.334450380,-2.895867266
103,1.733333333,46583a44092d1585,0.000000000,3.000000000,-3.393858911,-2.856183366
104,1.750000000,23655d1e0803dd93,0.000000000,3.000000000,-3.450857864,-2.818161012
105,1.766666667,0d70a534a2b29537,0.000000000,3.000000000,-3.505473586,-2.781839335
106,1.783333333,1cb161f7db6d547b,0.000000000,3.000000000,-3.557727673,-2.747250622
107,1.800000000,fb138cbe6b4eef48,0.000000000,3.000000000,-3.607638272,-2.714421219
108,1.816666667,9ecce6c71d8c54d5,0.000000000,3.000000000,-3.655221278,-2.683372257
109,1.833333333,eef524ba029cc888,0.000000000,3.000000000,-3.700491419,-2.654120252
110,1.850000000,fd0740b37d681c7e,0.000000000,3.000000000,-3.743463205,-2.626677593
111,1.866666667,e8377696b2884662,0.000000000,3.000000000,-3.784151713,-2.601052922
112,1.883333333,774609f2d5078f00,0.000000000,3.000000000,-3.822573190,-2.577251444
113,1.900000000,65e87548855d47fc,0.000000000,3.000000000,-3.858745474,-2.555275166
114,1.916666667,43bc07d3693bf09c,0.000000000,3.000000000,-3.892688207,-2.535123068
115,1.933333333,fdea8cf7eaa01c07,0.000000000,3.000000000,-3.924422861,-2.516791222
116,1.950000000,f1cc3832195090cf,0.000000000,3.000000000,-3.953972586,-2.500272867
117,1.966666667,7417290cc902cbe4,0.000000000,3.000000000,-3.981361912,-2.485558428
118,1.983333333,02bc66618453abe4,0.000000000,3.000000000,-4.006616320,-2.472635498
119,2.000000000,7d9e3b98a22322f0,0.000000000,3.000000000,-4.029761749,-2.461488784
120,2.016666667,f7b12d0d0571da7f,0.000000000,3.000000000,-4.050824058,-2.452100011
121,2.033333333,536ca61f856b5fff,0.000000000,3.000000000,-4.069828491,-2.444447807
122,2.050000000,280712bc767382e5,0.000000000,3.000000000,-4.086799194,-2.438507570
123,2.066666667,eb061fb8302697b6,0.000000000,3.000000000,-4.101758807,-2.434251332
124,2.083333333,1519474e8b7d3397,0.000000000,3.000000000,-4.114728172,-2.431647634
125,2.100000000,c2ba47a24398a521,0.000000000,3.000000000,-4.125726184,-2.430661435
126,2.116666667,4b544ea475f3b07c,0.000000000,3.000000000,-4.134769790,-2.431254075
127,2.133333333,e7023fc163d5d120,0.000000000,3.000000000,-4.141874144,-2.433383317
128,2.150000000,5036121fcfce3de3,0.000000000,3.000000000,-4.147052922,-2.437003474
129,2.166666667,4bde95fe915125d3,0.000000000,3.000000000,-4.150318764,-2.442065656
130,2.183333333,c820733d3478c9e0,0.000000000,3.000000000,-4.151683832,-2.448518132
131,2.200000000,382f42f3f55c4dee,0.000000000,3.000000000,-4.151160430,-2.456306814
132,2.216666667,8af08e78c7b0260f,0.000000000,3.000000000,-4.148761664,-2.465375857
133,2.233333333,947212db4a383687,0.000000000,3.000000000,-4.144502078,-2.475668357
134,2.250000000,350b222bcc2ba5b9,0.000000000,3.000000000,-4.138398239,-2.487127116
135,2.266666667,fd510d5af3bd6880,0.000000000,3.000000000,-4.130469214,-2.499695455
136,2.283333333,5bb1fa9d84d9a362,0.000000000,3.000000000,-4.120736925,-2.513318018
137,2.300000000,d6abe15ef07ad1ed,0.000000000,3.000000000,-4.109226338,-2.527941539
138,2.316666667,560c170bd99e0081,0.000000000,3.000000000,-4.095965491,-2.543515522
139,2.333333333,f81c30b94502ff10,0.000000000,3.000000000,-4.080985352,-2.559992806
140,2.350000000,5965049296af994b,0.000000000,3.000000000,-4.064319512,-2.577329974
141,2.366666667,d20d8fabb86c7f36,0.000000000,3.000000000,-4.046003743,-2.595487593
142,2.383333333,e346b44489bb13fa,0.000000000,3.000000000,-4.026075440,-2.614430263
143,2.400000000,d61c03a4f05fe640,0.000000000,3.000000000,-4.004572974,-2.634126487
144,2.416666667,d4c1e95113c5d417,0.000000000,3.000000000,-3.981534994,-2.654548367
145,2.433333333,d9b2956c764b6df0,0.000000000,3.000000000,-3.956999714,-2.675671134
146,2.450000000,dede37455e8c261b,0.000000000,3.000000000,-3.931004194,-2.697472560
147,2.466666667,70b75532f53f3054,0.000000000,3.000000000,-3.903583666,-2.719932271
148,2.483333333,3e3c9447201c6528,0.000000000,3.000000000,-3.874770905,-2.743030999
149,2.500000000,841dd0619cf65d84,0.000000000,3.000000000,-3.844595671,-2.766749806
150,2.516666667,814e8f246f59682a,0.000000000,3.000000000,-3.813084218,-2.791069334
151,2.533333333,dbc6d0d50419af8d,0.000000000,3.000000000,-3.780258899,-2.815969083
152,2.550000000,a53ca891c6522c3f,0.000000000,3.000000000,-3.746137838,-2.841426783
153,2.566666667,008bb445c546d824,0.000000000,3.000000000,-3.710734695,-2.867417853
154,2.583333333,47e6511ba03f271d,0.000000000,3.000000000,-3.674058506,-2.893914982
155,2.600000000,710104236e10b8f6,0.000000000,3.000000000,-3.636113599,-2.920887855
156,2.616666667,2533f3942aff75ae,0.000000000,3.000000000,-3.596899589,-2.948303010
157,2.633333333,5f89c6a38d306df9,0.000000000,3.000000000,-3.556411444,-2.976123853
158,2.650000000,748e45dd016f8b80,0.000000000,3.000000000,-3.514639623,-3.004310815
159,2.666666667,710eb7f1361bc1b9,0.000000000,3.000000000,-3.471570294,-3.032821653
160,2.683333333,fa860a62b2494188,0.000000000,3.000000000,-3.427185628,-3.061611875
161,2.700000000,4ef3da69c179340a,0.000000000,3.000000000,-3.381464169,-3.090635281
162,2.716666667,af59d07905118441,0.000000000,3.000000000,-3.334381294,-3.119844582
163,2.733333333,53d2687ac0313126,0.000000000,3.000000000,-3.285909743,-3.149192092
164,2.750000000,339feb346fb85217,0.000000000,3.000000000,-3.236020239,-3.178630431
165,2.766666667,3fe7cdf4fc489a24,0.000000000,3.000000000,-3.184682168,-3.208113228
166,2.783333333,78fb952b2b1b3dfc,0.000000000,3.000000000,-3.131864320,-3.237595771
167,2.800000000,7943ac1c3bdf5ad3,0.000000000,3.000000000,-3.077535673,-3.267035582
168,2.816666667,9107322239440a44,0.000000000,3.000000000,-3.021666185,-3.296392857
169,2.833333333,a38dfabea67d4220,0.000000000,3.000000000,-2.964227582,-3.325630777
170,2.850000000,9ea18a0c1c74cf4f,0.000000000,3.000000000,-2.905194106,-3.354715641
171,2.866666667,6d51f4d22e1642d3,0.000000000,3.000000000,-2.844543195,-3.383616820
172,2.883333333,f323f4f4448278f6,0.000000000,3.000000000,-2.782256079,-3.412306537
173,2.900000000,619c7d08c0e9298b,0.000000000,3.000000000,-2.718318260,-3.440759478
174,2.916666667,196d0480d2f38c42,0.000000000,3.000000000,-2.652719876,-3.468952253
175,2.933333333,045d683b8d9e1c5c,0.000000000,3.000000000,-2.585455953,-3.496862744
176,2.950000000,3a2541049c4c302f,0.000000000,3.000000000,-2.516526527,-3.524469365
177,2.966666667,414cd9c023f5781a,0.000000000,3.000000000,-2.445936685,-3.551750283
178,2.983333333,187963fd113dd44f,0.000000000,3.000000000,-2.373696515,-3.578682626
179,3.000000000,21ab1e769b2370a2,0.000000000,3.000000000,-2.299821010,-3.605241721
180,3.016666667,7c0315b8f04274c4,0.000000000,3.000000000,-2.224329939,-3.631400397
181,3.033333333,328df0a5ee3b289a,0.000000000,3.000000000,-2.147247708,-3.657128372
182,3.050000000,dcb58662844e5129,0.000000000,3.000000000,-2.068603246,-3.682391747
183,3.066666667,88414fd8dbdf869c,0.000000000,3.000000000,-1.988429904,-3.707152632
184,3.083333333,11f419e94ed229ee,0.000000000,3.000000000,-1.906765407,-3.731368906
185,3.100000000,17e7ca6d7579d8be,0.000000000,3.000000000,-1.823651832,-3.754994121
186,3.116666667,3315ef1ce224f92f,0.000000000,3.000000000,-1.739135638,-3.777977559
187,3.133333333,b9cfdff3b6a08c41,0.000000000,3.000000000,-1.653267723,-3.800264440
188,3.150000000,9fbbb8df0d198723,0.000000000,3.000000000,-1.566103502,-3.821796281
189,3.166666667,b3fc9f6ad8784734,0.000000000,3.000000000,-1.477702993,-3.842511397
190,3.183333333,de6c32e685a6d3ee,0.000000000,3.000000000,-1.388130894,-3.862345552
191,3.200000000,29a327c7bddbb00f,0.000000000,3.000000000,-1.297456630,-3.881232736
192,3.216666667,36141116c8f48bb9,0.000000000,3.000000000,-1.205754353,-3.899106064
193,3.233333333,ec3247fcd0e8612b,0.000000000,3.000000000,-1.113102876,-3.915898777
194,3.250000000,56f9cf505f7cbbc4,0.000000000,3.000000000,-1.019585525,-3.931545319
195,3.266666667,b338dcef56e07a12,0.000000000,3.000000000,-0.925289892,-3.945982474
196,3.283333333,a1e44752b40a8951,0.000000000,3.000000000,-0.830307482,-3.959150513
197,3.300000000,12641a76b5d4ebf8,0.000000000,3.000000000,-0.734733245,-3.970994331
198,3.316666667,6b5449e169a7ed84,0.000000000,3.000000000,-0.638665001,-3.981464523
199,3.333333333,9b5cafa9fdba247a,0.000000000,3.000000000,-0.542202753,-3.990518356
200,3.350000000,5e260909d7096181,0.000000000,3.000000000,-0.445447917,-3.998120615
201,3.366666667,de864e3886edba05,0.000000000,3.000000000,-0.348502476,-4.004244263
202,3.383333333,7728d4fef71d335a,0.000000000,3.000000000,-0.251468095,-4.008870913
203,3.400000000,2faa774dc15d4fc1,0.000000000,3.000000000,-0.154445220,-4.011991070
204,3.416666667,abc0ee3cb5230b7b,0.000000000,3.000000000,-0.057532189,-4.013604158
205,3.433333333,bd4a6848998f0b5d,0.000000000,3.000000000,0.039175603,-4.013718321
206,3.450000000,c5b26df05c45f8c9,0.000000000,3.000000000,0.135586465,-4.012350003
207,3.466666667,f48802b4f11b25ce,0.000000000,3.000000000,0.231613073,-4.009523356
208,3.483333333,f27306235a074aa0,0.000000000,3.000000000,0.327173011,-4.005269471
209,3.500000000,00314f91c895bd9a,0.000000000,3.000000000,0.422189177,-3.999625482
210,3.516666667,bbc08b4a6d9c9a20,0.000000000,3.000000000,0.516590054,-3.992633575
211,3.533333333,72a1bdc851e6c661,0.000000000,3.000000000,0.610309836,-3.984339938
212,3.550000000,6263f88cf35c2d51,0.000000000,3.000000000,0.703288427,-3.974793679
213,3.566666667,7f1c93b8edade762,0.000000000,3.000000000,0.795471309,-3.964045758
214,3.583333333,c0c5fe402b492f76,0.000000000,3.000000000,0.886809312,-3.952147957
215,3.600000000,a880d9d4de1eb282,0.000000000,3.000000000,0.977258291,-3.939151918
216,3.616666667,c03c21ee45522f7f,0.000000000,3.000000000,1.066778738,-3.925108267
217,3.633333333,c9ab32ed00cbb778,0.000000000,3.000000000,1.155335346,-3.910065865
218,3.650000000,1c7336ff962eb8f3,0.000000000,3.000000000,1.242896550,-3.894071169
219,3.666666667,f8b1398e778cf87f,0.000000000,3.000000000,1.329434061,-3.877167747
220,3.683333333,e77ecbf7e4a28869,0.000000000,3.000000000,1.414922412,-3.859395933
221,3.700000000,be2acec424c34668,0.000000000,3.000000000,1.499338525,-3.840792633
222,3.716666667,78b35e54793a0c9a,0.000000000,3.000000000,1.582661315,-3.821391276
223,3.733333333,d86f8c8e2a5f1d37,0.000000000,3.000000000,1.664871337,-3.801221918
224,3.750000000,7166bacd3220a6fd,0.000000000,3.000000000,1.745950480,-3.780311469
225,3.766666667,3ac3b7158b955eba,0.000000000,3.000000000,1.825881711,-3.758684048
226,3.783333333,ee0c5d515b180c98,0.000000000,3.000000000,1.904648856,-3.736361451
227,3.800000000,0315eb9cfdb195fa,0.000000000,3.000000000,1.982236443,-3.713363694
228,3.816666667,e8c4606d996424d1,0.000000000,3.000000000,2.058629564,-3.689709639
229,3.833333333,6a9ab69b20e1764f,0.000000000,3.000000000,2.133813789,-3.665417656
230,3.850000000,2efefbfdbfe0c914,0.000000000,3.000000000,2.207775092,-3.640506305
231,3.866666667,e75d36662e9b0e60,0.000000000,3.000000000,2.280499803,-3.614995019
232,3.883333333,f152b76af6cf6d5c,0.000000000,3.000000000,2.351974579,-3.588904756
233,3.900000000,5e01510dff7d657b,0.000000000,3.000000000,2.422186373,-3.562258592
234,3.916666667,ff974e350f19c747,0.000000000,3.000000000,2.491122415,-3.535082247
235,3.933333333,6fbe217798ef06f4,0.000000000,3.000000000,2.558770185,-3.507404520
236,3.950000000,78181dcf5d51fe9b,0.000000000,3.000000000,2.625117387,-3.479257607
237,3.966666667,1b9127af4ae6bd9c,0.000000000,3.000000000,2.690151913,-3.450677319
238,3.983333333,e98ab5d6e6d4d666,0.000000000,3.000000000,2.753861797,-3.421703164
239,4.000000000,9094d0cb22e5c3ea,0.000000000,3.000000000,2.816235166,-3.392378320
240,4.016666667,19db964bd8db824b,0.000000000,3.000000000,2.877260169,-3.362749483
241,4.033333333,93d27b4ba3c3f408,0.000000000,3.000000000,2.936924902,-3.332866617
242,4.050000000,912729ab913f5f2d,0.000000000,3.000000000,2.995217322,-3.302782601
243,4.066666667,49fb025868df44f1,0.000000000,3.000000000,3.052125136,-3.272552805
244,4.083333333,7ff2804451436633,0.000000000,3.000000000,3.107635693,-3.242234601
245,4.100000000,e983fba67cc7df24,0.000000000,3.000000000,3.161735855,-3.211886836
246,4.116666667,11eeaa62673450af,0.000000000,3.000000000,3.214411857,-3.181569290
247,4.133333333,761a032e2d0a6aca,0.000000000,3.000000000,3.265649164,-3.151342133
248,4.150000000,b1846da8dbb5ab78,0.000000000,3.000000000,3.315432325,-3.121265405
249,4.166666667,45406c2545c634ef,0.000000000,3.000000000,3.363744822,-3.091398542
250,4.183333333,1cdfd6e9071941f2,0.000000000,3.000000000,3.410568938,-3.061799963
251,4.200000000,354177147b0d0277,0.000000000,3.000000000,3.455885638,-3.032526729
252,4.216666667,1432c512e8aa81d5,0.000000000,3.000000000,3.499674479,-3.003634294
253,4.233333333,23c5bce5f11cffe4,0.000000000,3.000000000,3.541913558,-2.975176336
254,4.250000000,ebd3c239c31ae217,0.000000000,3.000000000,3.582579506,-2.947204703
255,4.266666667,f04daac989810489,0.000000000,3.000000000,3.621647545,-2.919769430
256,4.283333333,465558ae7c4e5798,0.000000000,3.000000000,3.659091600,-2.892918861
257,4.300000000,013347dc766135e8,0.000000000,3.000000000,3.694884485,-2.866699828
258,4.316666667,60ee6c1c7432c02b,0.000000000,3.000000000,3.728998157,-2.841157901
259,4.333333333,b940eae2628890f2,0.000000000,3.000000000,3.761404036,-2.816337675
260,4.350000000,d215706ad879a61f,0.000000000,3.000000000,3.792073386,-2.792283068
261,4.366666667,e223901d6da86499,0.000000000,3.000000000,3.820977742,-2.769037633
262,4.383333333,68ec612a43a5a002,0.000000000,3.000000000,3.848089373,-2.746644836
263,4.400000000,c840113e34f4abe2,0.000000000,3.000000000,3.873381758,-2.725148298
264,4.416666667,15ed79c06b55c52e,0.000000000,3.000000000,3.896830055,-2.704591983
265,4.433333333,540746993a6feaae,0.000000000,3.000000000,3.918411550,-2.685020316
266,4.450000000,7a6422c00b396a10,0.000000000,3.000000000,3.938106052,-2.666478229
267,4.466666667,26f6980ef9f2862e,0.000000000,3.000000000,3.955896224,-2.649011123
268,4.483333333,cc5545fb7ba68f0a,0.000000000,3.000000000,3.971767826,-2.632664762
269,4.500000000,69f7ebd681217812,0.000000000,3.000000000,3.985709869,-2.617485093
270,4.516666667,f1534966b1e65f24,0.000000000,3.000000000,3.997714662,-2.603518006
271,4.533333333,886a6e367c4e0054,0.000000000,3.000000000,4.007777743,-2.590809038
272,4.550000000,7858b99a96f50d9a,0.000000000,3.000000000,4.015897723,-2.579403056
273,4.566666667,68c515f5d4369fd3,0.000000000,3.000000000,4.022076012,-2.569343899
274,4.583333333,98b76a3572440553,0.000000000,3.000000000,4.026316470,-2.560674022
275,4.600000000,350f8c50a9a8e43a,0.000000000,3.000000000,4.028624983,-2.553434141
276,4.616666667,cda62fed4596da71,0.000000000,3.000000000,4.029008978,-2.547662884
277,4.633333333,98193a2f40d20d31,0.000000000,3.000000000,4.027476904,-2.543396470
278,4.650000000,829e1d2c610b7a6b,0.000000000,3.000000000,4.024037696,-2.540668417
279,4.666666667,7b5be673dc2fbf95,0.000000000,3.000000000,4.018700232,-2.539509269
280,4.683333333,1c87c3d90d0b6b29,0.000000000,3.000000000,4.011472811,-2.539946375
281,4.700000000,57ebb49d0684c1ff,0.000000000,3.000000000,4.002362669,-2.542003687
282,4.716666667,5f865428b4961729,0.000000000,3.000000000,3.991375525,-2.545701594
283,4.733333333,2729351bc7d4c02f,0.000000000,3.000000000,3.978515203,-2.551056794
284,4.750000000,77159bed0b1a6dbe,0.000000000,3.000000000,3.963783300,-2.558082180
285,4.766666667,1f5e6eb83890fd1f,0.000000000,3.000000000,3.947178935,-2.566786755
286,4.783333333,d67f3dfa0f276351,0.000000000,3.000000000,3.928698566,-2.577175565
287,4.800000000,089a69ef4ada77e3,0.000000000,3.000000000,3.908335873,-2.589249637
288,4.816666667,d05512a6bd66dea2,0.000000000,3.000000000,3.886081715,-2.603005935
289,4.833333333,701f79f8ef834208,0.000000000,3.000000000,3.861924143,-2.618437305
290,4.850000000,0169d2df92befe89,0.000000000,3.000000000,3.835848480,-2.635532429
291,4.866666667,8f4570c01fd42eae,0.000000000,3.000000000,3.807837439,-2.654275766
292,4.883333333,5ebd1165dabaa217,0.000000000,3.000000000,3.777871292,-2.674647482
293,4.900000000,c8a64ec95d2706d3,0.000000000,3.000000000,3.745928071,-2.696623370
294,4.916666667,749935c36124ebbe,0.000000000,3.000000000,3.711983793,-2.720174747
295,4.933333333,bf54392ec30196ae,0.000000000,3.000000000,3.676012716,-2.745268341
296,4.950000000,98f9bf8ab384c71e,0.000000000,3.000000000,3.637987605,-2.771866145
297,4.966666667,50db865245d0ff92,0.000000000,3.000000000,3.597880012,-2.799925262
298,4.983333333,59c8c9b8ab34ffa2,0.000000000,3.000000000,3.555660571,-2.829397724
299,5.000000000,cc14d11e4cf40b5a,0.000000000,3.000000000,3.511299309,-2.860230287
300,5.016666667,91b8b406cffef398,0.000000000,3.000000000,3.464765964,-2.892364218
301,5.033333333,12896f56b8e53734,0.000000000,3.000000000,3.416030332,-2.925735062
302,5.050000000,006ec88d2e744008,0.000000000,3.000000000,3.365062630,-2.960272403
303,5.066666667,dc4d8b573231ab24,0.000000000,3.000000000,3.311833893,-2.995899622
304,5.083333333,618aaffea5d8cfbc,0.000000000,3.000000000,3.256316411,-3.032533669
305,5.100000000,33ec151ddf757da4,0.000000000,3.000000000,3.198484211,-3.070084850
306,5.116666667,ba8672d6992af907,0.000000000,3.000000000,3.138313584,-3.108456642
307,5.133333333,ad04887a3e8b2733,0.000000000,3.000000000,3.075783678,-3.147545566
